#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.2.3
LOG_FILE_VERSION : 1.0.4
LOG_CREATION_SV : 2.2.3
SUBJECT_NAME : ADIDL_BAUA_S20
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : 
DEVICE_ID : 2003462
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 3590036
MEMORY_USAGE : 44.94 %
BATTERY_VOLTAGE : 4.19922
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 10
DATA_CORRECTION : 0
DATA_CORRECTION : 0
FILE_DATE_TIME : 29/09/2025 15:46:29
CONNECTION_SYSTEM_DATE_TIME : 29/09/2025 15:44:21
CONNECTION_DEVICE_DATE_TIME : 29/09/2025 15:44:22
DEVICE_PLACEMENT : Undefined
SCORING_INFO : 
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE
18/09/2025 10:22:24;0;0;21.67;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:22:34;0;0;21.66;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:22:44;0;0;21.67;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:22:54;0;0;21.65;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:04;0;0;21.65;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:14;0;0;21.66;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:24;0;0;21.65;21.38;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:34;0;0;21.64;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:44;0;0;21.65;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:23:54;0;0;21.63;21.38;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:04;0;0;21.64;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:14;0;0;21.62;21.31;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:24;0;0;21.63;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:34;0;0;21.62;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:44;0;0;21.61;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:24:54;0;0;21.61;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:04;0;0;21.61;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:14;0;0;21.60;21.31;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:24;0;0;21.59;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:34;0;0;21.59;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:44;0;0;21.58;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:25:54;0;0;21.58;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:04;0;0;21.59;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:14;0;0;21.57;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:24;0;0;21.56;21.31;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:34;0;0;21.56;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:44;0;0;21.55;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:26:54;0;0;21.55;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:04;0;0;21.54;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:14;0;0;21.53;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:24;0;0;21.53;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:34;0;0;21.52;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:44;0;0;21.52;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:27:54;0;0;21.52;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:04;0;0;21.51;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:14;0;0;21.50;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:24;0;0;21.50;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:34;0;0;21.49;21.25;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:44;0;0;21.49;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:28:54;0;0;21.48;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:04;0;0;21.47;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:14;0;0;21.47;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:24;0;0;21.47;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:34;0;0;21.46;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:44;0;0;21.45;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:29:54;0;0;21.45;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:04;0;0;21.44;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:14;0;0;21.44;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:24;0;0;21.44;21.19;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:34;0;0;21.43;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:44;0;0;21.41;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:30:54;0;0;21.42;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:04;0;0;21.41;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:14;0;0;21.41;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:24;0;0;21.40;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:34;0;0;21.40;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:44;0;0;21.39;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:31:54;0;0;21.39;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:04;0;0;21.38;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:14;0;0;21.37;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:24;0;0;21.37;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:34;0;0;21.35;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:44;0;0;21.36;21.12;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:32:54;0;0;21.35;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:04;0;0;21.35;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:14;0;0;21.34;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:24;0;0;21.34;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:34;0;0;21.32;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:44;0;0;21.32;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:33:54;0;0;21.32;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:04;0;0;21.31;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:14;0;0;21.31;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:24;0;0;21.31;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:34;0;0;21.30;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:44;0;0;21.30;21.06;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:34:54;0;0;21.30;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:04;0;0;21.28;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:14;0;0;21.28;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:24;0;0;21.27;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:34;0;0;21.27;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:44;0;0;21.27;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:35:54;0;0;21.26;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:04;0;0;21.26;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:14;0;0;21.25;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:24;0;0;21.25;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:34;0;0;21.25;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:44;0;0;21.24;21.00;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:36:54;0;0;21.23;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:04;0;0;21.24;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:14;0;0;21.23;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:24;0;0;21.21;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:34;0;0;21.21;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:44;0;0;21.22;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
18/09/2025 10:37:54;0;0;21.20;20.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
