#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.2.3
LOG_FILE_VERSION : 1.0.4
LOG_CREATION_SV : 2.2.3
SUBJECT_NAME : ADIDL_BAUA_S11
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 31/12/1999
SUBJECT_DESCRIPTION : 
DEVICE_ID : 2003249
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 2933841
MEMORY_USAGE : 36.73 %
BATTERY_VOLTAGE : 4.21875
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 10
DATA_CORRECTION : 0
DATA_CORRECTION : 0
FILE_DATE_TIME : 06/10/2025 13:46:46
CONNECTION_SYSTEM_DATE_TIME : 06/10/2025 13:44:47
CONNECTION_DEVICE_DATE_TIME : 01/01/1970 00:00:06
DEVICE_PLACEMENT : Undefined
SCORING_INFO : 
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE
17/09/2025 15:22:58;0;0;22.35;22.44;0;466;46.6;69;6.9;1;0.1;0.09;0.04;0.02;0.04;0.05;0.04;0.00;0.00;0
17/09/2025 15:23:08;0;0;22.35;22.44;0;515;51.5;84;8.4;5;0.5;0.08;0.03;0.02;0.03;0.05;0.03;0.00;0.00;0
17/09/2025 15:23:18;0;0;22.35;22.44;0;373;37.3;36;3.6;0;0;0.08;0.03;0.02;0.03;0.05;0.03;0.00;0.00;0
17/09/2025 15:23:28;0;0;22.34;22.44;0;414;41.4;69;6.9;0;0;0.03;0.01;0.01;0.02;0.02;0.01;0.00;0.00;0
17/09/2025 15:23:38;0;0;22.35;22.44;0;387;38.7;48;4.8;0;0;0.06;0.02;0.01;0.02;0.04;0.02;0.00;0.00;0
17/09/2025 15:23:48;0;0;22.35;22.44;0;461;46.1;62;6.2;5;0.5;0.06;0.02;0.02;0.03;0.05;0.03;0.00;0.00;0
17/09/2025 15:23:58;0;0;22.35;22.44;0;323;32.3;47;4.7;0;0;0.06;0.02;0.01;0.03;0.04;0.02;0.00;0.00;0
17/09/2025 15:24:08;0;0;22.35;22.44;0;332;33.2;39;3.9;0;0;0.07;0.03;0.02;0.03;0.05;0.02;0.00;0.00;0
17/09/2025 15:24:18;0;0;22.34;22.44;0;394;39.4;49;4.9;0;0;0.06;0.02;0.02;0.03;0.04;0.02;0.00;0.00;0
17/09/2025 15:24:28;0;0;22.36;22.44;0;483;48.3;64;6.4;5;0.5;0.06;0.02;0.01;0.03;0.03;0.02;0.00;0.00;0
17/09/2025 15:24:38;0;0;22.35;22.44;0;360;36;69;6.9;0;0;0.06;0.02;0.01;0.03;0.04;0.02;0.00;0.00;0
17/09/2025 15:24:48;0;0;22.34;22.44;0;409;40.9;67;6.7;0;0;0.06;0.02;0.01;0.02;0.03;0.02;0.00;0.00;0
17/09/2025 15:24:58;0;0;22.35;22.44;0;635;63.5;120;12;0;0;0.03;0.01;0.01;0.01;0.02;0.01;0.00;0.00;0
17/09/2025 15:25:08;0;0;22.34;22.44;0;613;61.3;102;10.2;0;0;0.03;0.01;0.01;0.02;0.02;0.01;0.00;0.00;0
17/09/2025 15:25:18;0;0;22.35;22.44;0;828;82.8;130;13;12;1.2;0.02;0.01;0.01;0.01;0.01;0.01;0.00;0.00;0
17/09/2025 15:25:28;0;0;22.34;22.44;0;782;78.2;135;13.5;3;0.3;0.02;0.01;0.01;0.01;0.02;0.01;0.00;0.00;0
17/09/2025 15:25:38;0;0;22.33;22.44;0;768;76.8;119;11.9;3;0.3;0.03;0.01;0.01;0.01;0.02;0.01;0.00;0.00;0
17/09/2025 15:25:48;0;0;22.35;22.44;0;503;50.3;68;6.8;1;0.1;0.03;0.01;0.01;0.02;0.02;0.01;0.00;0.00;0
17/09/2025 15:25:58;0;0;22.35;22.44;0;519;51.9;85;8.5;1;0.1;0.04;0.02;0.01;0.02;0.03;0.02;0.00;0.00;0
17/09/2025 15:26:08;0;0;22.34;22.44;0;631;63.1;113;11.3;0;0;0.04;0.02;0.01;0.02;0.03;0.02;0.00;0.00;0
17/09/2025 15:26:18;0;0;22.34;22.44;0;402;40.2;54;5.4;0;0;0.06;0.02;0.01;0.02;0.04;0.02;0.00;0.00;0
17/09/2025 15:26:28;0;0;22.34;22.44;0;362;36.2;48;4.8;0;0;0.06;0.02;0.01;0.02;0.04;0.02;0.00;0.00;0
17/09/2025 15:26:38;0;0;22.34;22.44;0;471;47.1;65;6.5;2;0.2;0.08;0.03;0.02;0.03;0.05;0.03;0.00;0.00;0
17/09/2025 15:26:48;0;0;22.34;22.44;0;452;45.2;58;5.8;0;0;0.10;0.04;0.02;0.04;0.06;0.03;0.00;0.00;0
17/09/2025 15:26:58;0;0;22.34;22.44;0;433;43.3;67;6.7;0;0;0.12;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:27:08;0;0;22.34;22.44;0;427;42.7;70;7;0;0;0.14;0.06;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:27:18;0;0;22.34;22.44;0;738;73.8;142;14.2;1;0.1;0.16;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:27:28;0;0;22.34;22.44;0;550;55;86;8.6;5;0.5;0.15;0.06;0.04;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:27:38;0;0;22.33;22.44;0;562;56.2;88;8.8;3;0.3;0.16;0.06;0.03;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:27:48;0;0;22.33;22.44;0;503;50.3;83;8.3;0;0;0.16;0.06;0.03;0.07;0.09;0.06;0.00;0.00;0
17/09/2025 15:27:58;0;0;22.33;22.44;0;499;49.9;80;8;0;0;0.14;0.06;0.03;0.06;0.08;0.06;0.00;0.00;0
17/09/2025 15:28:08;0;0;22.32;22.44;0;536;53.6;90;9;0;0;0.15;0.06;0.03;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:28:18;0;0;22.34;22.44;0;466;46.6;82;8.2;0;0;0.12;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:28:28;0;0;22.33;22.44;0;466;46.6;80;8;0;0;0.15;0.06;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:28:38;0;0;22.34;22.44;0;310;31;48;4.8;0;0;0.13;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:28:48;0;0;22.33;22.44;0;287;28.7;39;3.9;0;0;0.17;0.07;0.04;0.07;0.11;0.07;0.00;0.00;0
17/09/2025 15:28:58;0;0;22.33;22.44;0;415;41.5;61;6.1;0;0;0.17;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:29:08;0;0;22.33;22.44;0;373;37.3;57;5.7;0;0;0.17;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:29:18;0;0;22.33;22.44;0;337;33.7;43;4.3;0;0;0.17;0.07;0.04;0.07;0.10;0.06;0.00;0.00;0
17/09/2025 15:29:28;0;0;22.32;22.44;0;382;38.2;47;4.7;2;0.2;0.17;0.07;0.04;0.08;0.11;0.07;0.00;0.00;0
17/09/2025 15:29:38;0;0;22.31;22.44;0;293;29.3;34;3.4;0;0;0.17;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:29:48;0;0;22.33;22.44;0;355;35.5;46;4.6;0;0;0.15;0.06;0.03;0.06;0.10;0.06;0.00;0.00;0
17/09/2025 15:29:58;0;0;22.32;22.38;0;350;35;54;5.4;0;0;0.17;0.07;0.04;0.07;0.11;0.07;0.00;0.00;0
17/09/2025 15:30:08;0;0;22.33;22.44;0;330;33;34;3.4;0;0;0.18;0.07;0.04;0.07;0.11;0.07;0.00;0.00;0
17/09/2025 15:30:18;0;0;22.32;22.44;0;322;32.2;43;4.3;0;0;0.17;0.07;0.04;0.07;0.11;0.07;0.00;0.00;0
17/09/2025 15:30:28;0;0;22.32;22.44;0;378;37.8;57;5.7;1;0.1;0.16;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:30:38;0;0;22.32;22.44;0;369;36.9;55;5.5;0;0;0.16;0.07;0.04;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:30:48;0;0;22.32;22.44;0;489;48.9;59;5.9;6;0.6;0.17;0.07;0.04;0.07;0.11;0.07;0.00;0.00;0
17/09/2025 15:30:58;0;0;22.31;22.38;0;365;36.5;51;5.1;0;0;0.10;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:31:08;0;0;22.32;22.44;0;355;35.5;52;5.2;0;0;0.15;0.06;0.03;0.06;0.10;0.06;0.00;0.00;0
17/09/2025 15:31:18;0;0;22.31;22.38;0;388;38.8;50;5;1;0.1;0.09;0.04;0.02;0.04;0.05;0.03;0.00;0.00;0
17/09/2025 15:31:28;0;0;22.33;22.38;0;348;34.8;40;4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
17/09/2025 15:31:38;0;0;22.33;22.38;0;334;33.4;39;3.9;0;0;0.10;0.04;0.02;0.05;0.06;0.04;0.00;0.00;0
17/09/2025 15:31:48;0;0;22.31;22.38;0;308;30.8;30;3;0;0;0.15;0.06;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:31:58;0;0;22.32;22.38;0;444;44.4;71;7.1;0;0;0.07;0.03;0.02;0.03;0.05;0.03;0.00;0.00;0
17/09/2025 15:32:08;0;0;22.31;22.38;0;612;61.2;81;8.1;5;0.5;0.15;0.06;0.03;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:32:18;0;0;22.31;22.44;0;415;41.5;60;6;0;0;0.12;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:32:28;0;0;22.31;22.44;0;174;17.4;17;1.7;0;0;0.08;0.03;0.02;0.04;0.05;0.03;0.00;0.00;0
17/09/2025 15:32:38;0;0;22.31;22.44;0;471;47.1;62;6.2;3;0.3;0.16;0.07;0.03;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:32:48;0;0;22.32;22.44;0;966;96.6;130;13;18;1.8;0.12;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:32:58;0;0;22.31;22.38;0;1234;123.4;167;16.7;35;3.5;0.10;0.04;0.02;0.04;0.06;0.04;0.00;0.00;0
17/09/2025 15:33:08;0;0;22.31;22.38;0;1159;115.9;155;15.5;28;2.8;0.08;0.03;0.02;0.04;0.05;0.03;0.00;0.00;0
17/09/2025 15:33:18;0;0;22.31;22.38;0;821;82.1;97;9.7;26;2.6;0.12;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:33:28;0;0;22.31;22.38;0;8;0.8;0;0;0;0;0.13;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:33:38;0;0;22.32;22.38;0;0;0;0;0;0;0;0.12;0.05;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:33:48;0;0;22.32;22.38;0;48;4.8;5;0.5;1;0.1;0.13;0.05;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:33:58;0;0;22.31;22.38;0;397;39.7;45;4.5;4;0.4;0.10;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:34:08;0;0;22.32;22.38;0;844;84.4;103;10.3;20;2;0.09;0.04;0.02;0.04;0.06;0.04;0.00;0.00;0
17/09/2025 15:34:18;0;0;22.30;22.38;0;1025;102.5;122;12.2;35;3.5;0.09;0.04;0.02;0.04;0.05;0.04;0.00;0.00;0
17/09/2025 15:34:28;0;0;22.30;22.38;0;1428;142.8;155;15.5;54;5.4;0.13;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:34:38;0;0;22.31;22.38;0;1087;108.7;148;14.8;25;2.5;0.11;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:34:48;0;0;22.30;22.38;0;932;93.2;141;14.1;16;1.6;0.08;0.03;0.02;0.04;0.06;0.04;0.00;0.00;0
17/09/2025 15:34:58;0;0;22.31;22.38;0;980;98;138;13.8;18;1.8;0.11;0.05;0.03;0.05;0.07;0.02;0.00;0.00;0
17/09/2025 15:35:08;0;0;22.30;22.38;0;1223;122.3;153;15.3;37;3.7;0.04;0.02;0.01;0.02;0.03;0.01;0.00;0.00;0
17/09/2025 15:35:18;0;0;22.31;22.38;0;791;79.1;107;10.7;16;1.6;0.10;0.04;0.02;0.04;0.06;0.04;0.00;0.00;0
17/09/2025 15:35:28;0;0;22.30;22.38;0;71;7.1;2;0.2;0;0;0.11;0.04;0.02;0.05;0.06;0.04;0.00;0.00;0
17/09/2025 15:35:38;0;0;22.29;22.38;0;92;9.2;4;0.4;0;0;0.11;0.05;0.03;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:35:48;0;0;22.30;22.38;0;567;56.7;76;7.6;10;1;0.14;0.06;0.03;0.06;0.10;0.05;0.00;0.00;0
17/09/2025 15:35:58;0;0;22.28;22.38;0;903;90.3;119;11.9;22;2.2;0.15;0.06;0.03;0.06;0.10;0.06;0.00;0.00;0
17/09/2025 15:36:08;0;0;22.30;22.38;0;774;77.4;108;10.8;14;1.4;0.16;0.06;0.04;0.07;0.10;0.06;0.00;0.00;0
17/09/2025 15:36:18;0;0;22.30;22.38;0;62;6.2;6;0.6;0;0;0.16;0.06;0.03;0.07;0.10;0.06;0.00;0.00;0
17/09/2025 15:36:28;0;0;22.30;22.38;0;0;0;0;0;0;0;0.15;0.06;0.03;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:36:38;0;0;22.29;22.38;0;0;0;0;0;0;0;0.15;0.06;0.03;0.06;0.10;0.06;0.00;0.00;0
17/09/2025 15:36:48;0;0;22.29;22.38;0;0;0;0;0;0;0;0.14;0.06;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:36:58;0;0;22.29;22.38;0;284;28.4;43;4.3;0;0;0.14;0.06;0.03;0.06;0.09;0.06;0.00;0.00;0
17/09/2025 15:37:08;0;0;22.29;22.38;0;1114;111.4;143;14.3;33;3.3;0.12;0.05;0.02;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:37:18;0;0;22.28;22.38;0;453;45.3;73;7.3;1;0.1;0.11;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:37:28;0;0;22.29;22.38;0;349;34.9;49;4.9;0;0;0.08;0.03;0.02;0.04;0.05;0.03;0.00;0.00;0
17/09/2025 15:37:38;0;0;22.29;22.38;0;590;59;86;8.6;6;0.6;0.09;0.04;0.02;0.04;0.06;0.04;0.00;0.00;0
17/09/2025 15:37:48;0;0;22.30;22.38;0;438;43.8;55;5.5;3;0.3;0.12;0.05;0.02;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:37:58;0;0;22.29;22.38;0;398;39.8;62;6.2;0;0;0.13;0.05;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:38:08;0;0;22.28;22.38;0;414;41.4;59;5.9;0;0;0.11;0.05;0.02;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:38:18;0;0;22.28;22.38;0;483;48.3;82;8.2;2;0.2;0.12;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:38:28;0;0;22.27;22.38;0;316;31.6;46;4.6;0;0;0.11;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:38:38;0;0;22.29;22.38;0;395;39.5;57;5.7;0;0;0.11;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:38:48;0;0;22.27;22.38;0;376;37.6;54;5.4;0;0;0.11;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:38:58;0;0;22.28;22.38;0;365;36.5;53;5.3;0;0;0.11;0.04;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:39:08;0;0;22.27;22.38;0;367;36.7;57;5.7;0;0;0.09;0.04;0.02;0.04;0.06;0.03;0.00;0.00;0
17/09/2025 15:39:18;0;0;22.27;22.38;0;315;31.5;36;3.6;0;0;0.13;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:39:28;0;0;22.27;22.38;0;489;48.9;66;6.6;2;0.2;0.13;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:39:38;0;0;22.27;22.38;0;388;38.8;54;5.4;1;0.1;0.11;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:39:48;0;0;22.25;22.38;0;489;48.9;86;8.6;1;0.1;0.13;0.05;0.03;0.05;0.08;0.05;0.00;0.00;0
17/09/2025 15:39:58;0;0;22.26;22.38;0;428;42.8;66;6.6;0;0;0.13;0.05;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:40:08;0;0;22.26;22.38;0;509;50.9;75;7.5;0;0;0.13;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:40:18;0;0;22.27;22.38;0;476;47.6;64;6.4;2;0.2;0.14;0.06;0.03;0.06;0.09;0.05;0.00;0.00;0
17/09/2025 15:40:28;0;0;22.27;22.38;0;467;46.7;63;6.3;3;0.3;0.15;0.06;0.03;0.07;0.10;0.06;0.00;0.00;0
17/09/2025 15:40:38;0;0;22.26;22.38;0;435;43.5;73;7.3;1;0.1;0.17;0.07;0.04;0.08;0.11;0.07;0.00;0.00;0
17/09/2025 15:40:48;0;0;22.25;22.38;0;754;75.4;124;12.4;4;0.4;0.21;0.09;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:40:58;0;0;22.26;22.38;0;583;58.3;106;10.6;0;0;0.30;0.12;0.07;0.13;0.20;0.13;0.00;0.00;0
17/09/2025 15:41:08;0;0;22.24;22.38;0;825;82.5;119;11.9;12;1.2;0.21;0.08;0.05;0.09;0.13;0.08;0.00;0.00;0
17/09/2025 15:41:18;0;0;22.26;22.38;0;827;82.7;132;13.2;8;0.8;0.20;0.08;0.04;0.08;0.13;0.08;0.00;0.00;0
17/09/2025 15:41:28;0;0;22.26;22.38;0;934;93.4;125;12.5;20;2;0.28;0.11;0.07;0.12;0.18;0.12;0.00;0.00;0
17/09/2025 15:41:38;0;0;22.26;22.38;0;896;89.6;143;14.3;13;1.3;0.22;0.09;0.05;0.09;0.13;0.09;0.00;0.00;0
17/09/2025 15:41:48;0;0;22.26;22.38;0;676;67.6;111;11.1;3;0.3;0.20;0.08;0.04;0.08;0.12;0.07;0.00;0.00;0
17/09/2025 15:41:58;0;0;22.26;22.38;0;737;73.7;110;11;4;0.4;0.21;0.08;0.05;0.09;0.13;0.09;0.00;0.00;0
17/09/2025 15:42:08;0;0;22.26;22.38;0;919;91.9;141;14.1;10;1;0.25;0.10;0.05;0.11;0.16;0.11;0.00;0.00;0
17/09/2025 15:42:18;0;0;22.25;22.38;0;776;77.6;114;11.4;4;0.4;0.25;0.10;0.05;0.10;0.15;0.10;0.00;0.00;0
17/09/2025 15:42:28;0;0;22.26;22.38;0;669;66.9;93;9.3;2;0.2;0.22;0.09;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:42:38;0;0;22.26;22.38;0;653;65.3;94;9.4;1;0.1;0.20;0.08;0.04;0.09;0.12;0.08;0.00;0.00;0
17/09/2025 15:42:48;0;0;22.25;22.38;0;582;58.2;94;9.4;2;0.2;0.22;0.09;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:42:58;0;0;22.25;22.38;0;536;53.6;81;8.1;1;0.1;0.21;0.08;0.05;0.09;0.13;0.08;0.00;0.00;0
17/09/2025 15:43:08;0;0;22.24;22.38;0;630;63;111;11.1;3;0.3;0.18;0.07;0.04;0.08;0.12;0.07;0.00;0.00;0
17/09/2025 15:43:18;0;0;22.25;22.38;0;896;89.6;158;15.8;5;0.5;0.20;0.08;0.04;0.08;0.12;0.07;0.00;0.00;0
17/09/2025 15:43:28;0;0;22.25;22.38;0;1240;124;165;16.5;27;2.7;0.20;0.08;0.05;0.09;0.12;0.08;0.00;0.00;0
17/09/2025 15:43:38;0;0;22.24;22.38;0;840;84;129;12.9;9;0.9;0.20;0.08;0.04;0.09;0.12;0.08;0.00;0.00;0
17/09/2025 15:43:48;0;0;22.25;22.38;0;814;81.4;140;14;1;0.1;0.21;0.08;0.05;0.09;0.13;0.09;0.00;0.00;0
17/09/2025 15:43:58;0;0;22.25;22.38;0;438;43.8;45;4.5;0;0;0.23;0.09;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:44:08;0;0;22.25;22.38;0;379;37.9;44;4.4;2;0.2;0.21;0.09;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:44:18;0;0;22.24;22.38;0;364;36.4;49;4.9;0;0;0.31;0.13;0.07;0.13;0.20;0.13;0.00;0.00;0
17/09/2025 15:44:28;0;0;22.24;22.38;0;285;28.5;31;3.1;0;0;0.35;0.14;0.07;0.15;0.20;0.14;0.00;0.00;0
17/09/2025 15:44:38;0;0;22.25;22.38;0;291;29.1;36;3.6;0;0;0.32;0.13;0.07;0.13;0.20;0.13;0.00;0.00;0
17/09/2025 15:44:48;0;0;22.23;22.38;0;234;23.4;21;2.1;0;0;0.29;0.12;0.07;0.13;0.19;0.12;0.00;0.00;0
17/09/2025 15:44:58;0;0;22.24;22.38;0;317;31.7;29;2.9;2;0.2;0.32;0.13;0.07;0.14;0.20;0.14;0.00;0.00;0
17/09/2025 15:45:08;0;0;22.24;22.38;0;470;47;63;6.3;4;0.4;0.24;0.10;0.05;0.10;0.14;0.09;0.00;0.00;0
17/09/2025 15:45:18;0;0;22.23;22.31;0;104;10.4;6;0.6;0;0;0.25;0.10;0.05;0.11;0.15;0.10;0.00;0.00;0
17/09/2025 15:45:28;0;0;22.24;22.31;0;28;2.8;1;0.1;0;0;0.24;0.10;0.05;0.10;0.15;0.10;0.00;0.00;0
17/09/2025 15:45:38;0;0;22.23;22.31;0;577;57.7;80;8;6;0.6;0.21;0.08;0.04;0.09;0.13;0.08;0.00;0.00;0
17/09/2025 15:45:48;0;0;22.24;22.31;0;988;98.8;147;14.7;15;1.5;0.19;0.08;0.04;0.08;0.12;0.08;0.00;0.00;0
17/09/2025 15:45:58;0;0;22.24;22.31;0;792;79.2;122;12.2;11;1.1;0.15;0.06;0.03;0.07;0.10;0.06;0.00;0.00;0
17/09/2025 15:46:08;0;0;22.23;22.31;0;721;72.1;122;12.2;10;1;0.12;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:46:18;0;0;22.24;22.31;0;580;58;98;9.8;1;0.1;0.12;0.05;0.02;0.05;0.07;0.04;0.00;0.00;0
17/09/2025 15:46:28;0;0;22.23;22.31;0;371;37.1;50;5;0;0;0.11;0.05;0.02;0.05;0.07;0.05;0.00;0.00;0
17/09/2025 15:46:38;0;0;22.23;22.31;0;558;55.8;82;8.2;5;0.5;0.21;0.09;0.05;0.09;0.13;0.09;0.00;0.00;0
17/09/2025 15:46:48;0;0;22.23;22.31;0;377;37.7;60;6;0;0;0.12;0.05;0.03;0.06;0.08;0.05;0.00;0.00;0
17/09/2025 15:46:58;0;0;22.23;22.31;0;591;59.1;81;8.1;3;0.3;0.08;0.03;0.02;0.04;0.05;0.03;0.00;0.00;0
17/09/2025 15:47:08;0;0;22.22;22.31;0;144;14.4;17;1.7;0;0;0.21;0.09;0.05;0.09;0.13;0.09;0.00;0.00;0
17/09/2025 15:47:18;0;0;22.23;22.31;0;163;16.3;11;1.1;0;0;0.16;0.06;0.03;0.07;0.10;0.07;0.00;0.00;0
17/09/2025 15:47:28;0;0;22.22;22.31;0;46;4.6;3;0.3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
17/09/2025 15:47:38;0;0;22.22;22.31;0;30;3;3;0.3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
17/09/2025 15:47:48;0;0;22.23;22.31;0;466;46.6;26;2.6;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
17/09/2025 15:47:58;0;0;22.22;22.31;0;946;94.6;57;5.7;25;2.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
17/09/2025 15:48:08;0;0;22.23;22.31;0;1074;107.4;72;7.2;18;1.8;0.16;0.07;0.03;0.07;0.11;0.06;0.00;0.00;0
17/09/2025 15:48:18;0;0;22.23;22.31;0;889;88.9;59;5.9;6;0.6;2.00;0.81;0.43;0.89;1.31;0.74;0.00;0.00;0
17/09/2025 15:48:28;0;0;22.22;22.31;0;1605;160.5;69;6.9;52;5.2;2.65;1.08;0.59;1.15;1.62;1.01;0.00;0.00;0
17/09/2025 15:48:38;0;0;22.23;22.31;0;2509;250.9;69;6.9;110;11;2.95;1.20;0.67;1.33;1.88;1.13;0.00;0.00;0
17/09/2025 15:48:48;0;0;22.21;22.31;0;1581;158.1;75;7.5;50;5;2.30;0.93;0.50;1.03;1.57;0.91;0.00;0.00;0
17/09/2025 15:48:58;0;0;22.22;22.31;0;825;82.5;55;5.5;7;0.7;1.97;0.80;0.42;0.84;1.20;0.75;0.00;0.00;0
17/09/2025 15:49:08;0;0;22.22;22.31;0;1210;121;71;7.1;23;2.3;0.02;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
17/09/2025 15:49:18;0;0;22.21;22.31;0;496;49.6;32;3.2;5;0.5;0.02;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
17/09/2025 15:49:28;0;0;22.22;22.31;0;646;64.6;45;4.5;10;1;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
17/09/2025 15:49:38;0;0;22.21;22.31;0;536;53.6;27;2.7;15;1.5;0.13;0.05;0.01;0.04;0.03;0.01;0.00;0.00;0
17/09/2025 15:49:48;0;0;22.22;22.31;0;1197;119.7;60;6;32;3.2;0.22;0.09;0.02;0.06;0.05;0.01;0.00;0.00;0
17/09/2025 15:49:58;0;0;22.21;22.31;0;2116;211.6;132;13.2;84;8.4;0.41;0.17;0.04;0.12;0.10;0.04;0.00;0.00;0
17/09/2025 15:50:08;0;0;22.22;22.31;0;353;35.3;27;2.7;11;1.1;20.67;8.38;1.24;5.55;4.01;0.70;0.00;0.00;0
17/09/2025 15:50:18;0;0;22.22;22.31;0;0;0;0;0;0;0;20.98;8.50;1.25;5.63;4.03;0.70;0.00;0.00;0
17/09/2025 15:50:28;0;0;22.23;22.31;0;0;0;0;0;0;0;20.73;8.40;1.24;5.58;3.98;0.69;0.00;0.00;0
17/09/2025 15:50:38;0;0;22.22;22.31;0;0;0;0;0;0;0;20.68;8.38;1.25;5.56;3.96;0.68;0.00;0.00;0
17/09/2025 15:50:48;0;0;22.24;22.31;0;0;0;0;0;0;0;20.25;8.21;1.21;5.45;3.94;0.68;0.00;0.00;0
17/09/2025 15:50:58;0;0;22.25;22.31;0;0;0;1;0.1;0;0;19.92;8.07;1.20;5.35;3.87;0.67;0.00;0.00;0
17/09/2025 15:51:08;0;0;22.25;22.31;0;0;0;0;0;0;0;20.60;8.35;1.23;5.54;3.95;0.67;0.00;0.00;0
17/09/2025 15:51:18;0;0;22.25;22.38;0;0;0;0;0;0;0;20.39;8.26;1.22;5.48;3.93;0.68;0.00;0.00;0
