#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.2.3
LOG_FILE_VERSION : 1.0.4
LOG_CREATION_SV : 2.2.3
SUBJECT_NAME : ADIDL_BAUA_S14
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/1916
SUBJECT_DESCRIPTION : 
DEVICE_ID : 2003460
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 1600842
MEMORY_USAGE : 20.04 %
BATTERY_VOLTAGE : 4.17969
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 10
DATA_CORRECTION : 0
DATA_CORRECTION : 0
FILE_DATE_TIME : 23/09/2025 15:40:53
CONNECTION_SYSTEM_DATE_TIME : 23/09/2025 15:39:57
CONNECTION_DEVICE_DATE_TIME : 23/09/2025 15:40:21
DEVICE_PLACEMENT : Undefined
SCORING_INFO : 
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE
18/09/2025 15:29:50;0;0;25.14;24.06;0;8;0.8;0;0;0;0;97.82;39.64;7.13;26.07;13.82;2.32;0.00;0.00;0
18/09/2025 15:30:00;0;0;25.20;24.12;0;3;0.3;0;0;0;0;95.64;38.75;6.56;25.81;13.74;2.31;0.00;0.00;0
18/09/2025 15:30:10;0;0;25.29;24.19;0;6;0.6;0;0;0;0;96.02;38.91;6.57;25.90;13.80;2.31;0.00;0.00;0
18/09/2025 15:30:20;0;0;25.33;24.25;0;25;2.5;0;0;0;0;93.46;37.87;6.97;24.83;13.17;2.31;0.00;0.00;0
18/09/2025 15:30:30;0;0;25.41;24.31;0;4;0.4;0;0;0;0;80.94;32.80;6.29;20.95;10.96;2.05;0.00;0.00;0
18/09/2025 15:30:40;0;0;25.48;24.38;0;4;0.4;0;0;0;0;68.13;27.61;4.64;18.40;9.61;1.55;0.00;0.00;0
18/09/2025 15:30:50;0;0;25.53;24.44;0;10;1;0;0;0;0;88.59;35.90;6.97;23.09;12.30;2.21;0.00;0.00;0
18/09/2025 15:31:00;0;0;25.59;24.44;0;0;0;0;0;0;0;60.35;24.45;4.37;16.10;9.29;1.51;0.00;0.00;0
18/09/2025 15:31:10;0;0;25.65;24.50;0;59;5.9;0;0;0;0;96.52;39.11;7.18;25.58;13.41;2.31;0.00;0.00;0
18/09/2025 15:31:20;0;0;25.71;24.56;0;40;4;0;0;0;0;94.63;38.35;7.44;24.72;12.98;2.32;0.00;0.00;0
18/09/2025 15:31:30;0;0;25.77;24.62;0;8;0.8;0;0;0;0;78.83;31.94;6.40;20.32;10.51;2.04;0.00;0.00;0
18/09/2025 15:31:40;0;0;25.82;24.69;0;11;1.1;0;0;0;0;74.91;30.35;6.19;19.31;10.65;1.92;0.00;0.00;0
18/09/2025 15:31:50;0;0;25.87;24.69;0;36;3.6;2;0.2;0;0;94.91;38.46;8.12;24.20;12.93;2.43;0.00;0.00;0
18/09/2025 15:32:00;0;0;25.91;24.75;0;84;8.4;2;0.2;0;0;103.85;42.08;6.63;28.32;14.59;2.25;0.00;0.00;0
18/09/2025 15:32:10;0;0;25.97;24.81;0;0;0;0;0;0;0;128.30;51.99;8.63;34.22;19.23;2.58;0.00;0.00;0
18/09/2025 15:32:20;0;0;26.01;24.88;0;7;0.7;0;0;0;0;114.61;46.44;7.40;30.94;16.57;2.41;0.00;0.00;0
18/09/2025 15:32:30;0;0;26.05;24.94;0;160;16;9;0.9;1;0.1;111.92;45.35;6.87;30.58;15.83;2.32;0.00;0.00;0
18/09/2025 15:32:40;0;0;26.10;24.94;0;15;1.5;0;0;0;0;119.71;48.51;7.61;32.84;16.37;2.32;0.00;0.00;0
18/09/2025 15:32:50;0;0;26.13;25.00;0;45;4.5;3;0.3;0;0;122.24;49.53;7.74;33.70;16.37;2.41;0.00;0.00;0
18/09/2025 15:33:00;0;0;26.16;25.06;0;80;8;5;0.5;0;0;130.39;52.84;8.30;36.04;17.55;2.62;0.00;0.00;0
18/09/2025 15:33:10;0;0;26.21;25.06;0;156;15.6;8;0.8;0;0;82.25;33.33;6.20;22.10;10.38;1.96;0.00;0.00;0
18/09/2025 15:33:20;0;0;26.24;25.12;0;122;12.2;5;0.5;0;0;119.71;48.51;8.45;32.34;15.89;2.75;0.00;0.00;0
18/09/2025 15:33:30;0;0;26.26;25.19;0;88;8.8;4;0.4;0;0;122.85;49.78;8.91;33.12;16.46;2.87;0.00;0.00;0
18/09/2025 15:33:40;0;0;26.32;25.19;0;14;1.4;0;0;0;0;104.68;42.42;6.66;28.73;14.12;2.31;0.00;0.00;0
18/09/2025 15:33:50;0;0;26.35;25.25;0;29;2.9;1;0.1;0;0;110.33;44.71;7.30;30.00;14.77;2.31;0.00;0.00;0
18/09/2025 15:34:00;0;0;26.39;25.31;0;77;7.7;4;0.4;0;0;100.05;40.54;6.20;27.69;13.82;2.18;0.00;0.00;0
18/09/2025 15:34:10;0;0;26.44;25.31;0;23;2.3;1;0.1;0;0;145.06;58.78;11.00;38.53;19.22;3.50;0.00;0.00;0
18/09/2025 15:34:20;0;0;26.48;25.38;0;0;0;0;0;0;0;173.78;70.42;13.81;45.72;22.97;4.53;0.00;0.00;0
18/09/2025 15:34:30;0;0;26.52;25.38;0;0;0;0;0;0;0;179.30;72.66;14.16;47.15;23.55;4.64;0.00;0.00;0
18/09/2025 15:34:40;0;0;26.57;25.44;0;0;0;0;0;0;0;180.99;73.34;14.17;47.54;23.70;4.64;0.00;0.00;0
18/09/2025 15:34:50;0;0;26.61;25.50;0;85;8.5;7;0.7;1;0.1;185.30;75.09;15.14;48.34;24.17;4.65;0.00;0.00;0
18/09/2025 15:35:00;0;0;26.62;25.50;0;5;0.5;0;0;0;0;184.24;74.66;14.94;47.99;24.01;4.65;0.00;0.00;0
18/09/2025 15:35:10;0;0;26.66;25.56;0;37;3.7;3;0.3;0;0;124.13;50.30;7.97;34.10;16.81;2.59;0.00;0.00;0
18/09/2025 15:35:20;0;0;26.70;25.56;0;45;4.5;2;0.2;0;0;114.03;46.21;7.17;31.33;15.28;2.31;0.00;0.00;0
18/09/2025 15:35:30;0;0;26.72;25.62;0;127;12.7;6;0.6;0;0;88.96;36.05;6.24;24.25;11.57;2.02;0.00;0.00;0
18/09/2025 15:35:40;0;0;26.75;25.69;0;28;2.8;3;0.3;0;0;130.78;53.00;8.27;36.12;17.66;2.55;0.00;0.00;0
18/09/2025 15:35:50;0;0;26.77;25.69;0;49;4.9;1;0.1;0;0;144.24;58.45;9.67;39.41;19.68;3.14;0.00;0.00;0
18/09/2025 15:36:00;0;0;26.81;25.75;0;207;20.7;13;1.3;0;0;120.67;48.90;8.00;32.97;16.54;2.74;0.00;0.00;0
18/09/2025 15:36:10;0;0;26.84;25.75;0;20;2;0;0;0;0;141.84;57.48;10.56;37.74;19.01;3.34;0.00;0.00;0
18/09/2025 15:36:20;0;0;26.87;25.81;0;42;4.2;3;0.3;0;0;175.02;70.92;12.88;46.86;23.69;4.28;0.00;0.00;0
18/09/2025 15:36:30;0;0;26.91;25.81;0;41;4.1;0;0;0;0;178.26;72.23;13.38;47.40;23.99;4.43;0.00;0.00;0
18/09/2025 15:36:40;0;0;26.93;25.88;0;32;3.2;2;0.2;0;0;182.67;74.02;14.04;48.33;24.54;4.20;0.00;0.00;0
18/09/2025 15:36:50;0;0;26.95;25.88;0;0;0;0;0;0;0;210.43;85.27;17.61;54.42;27.78;5.05;0.00;0.00;0
18/09/2025 15:37:00;0;0;26.98;25.94;0;105;10.5;4;0.4;0;0;182.64;74.01;14.12;48.29;24.25;4.25;0.00;0.00;0
18/09/2025 15:37:10;0;0;27.01;25.94;0;47;4.7;1;0.1;0;0;191.18;77.47;15.20;50.11;25.19;4.65;0.00;0.00;0
18/09/2025 15:37:20;0;0;27.04;26.00;0;23;2.3;1;0.1;0;0;192.55;78.03;15.29;50.50;25.35;4.65;0.00;0.00;0
18/09/2025 15:37:30;0;0;27.05;26.00;0;45;4.5;2;0.2;0;0;192.34;77.94;15.40;50.38;25.25;4.65;0.00;0.00;0
18/09/2025 15:37:40;0;0;27.09;26.06;0;87;8.7;9;0.9;0;0;194.85;78.96;16.27;50.57;25.46;4.65;0.00;0.00;0
18/09/2025 15:37:50;0;0;27.11;26.06;0;9;0.9;0;0;0;0;192.43;77.98;15.39;50.45;25.48;4.65;0.00;0.00;0
18/09/2025 15:38:00;0;0;27.14;26.12;0;70;7;3;0.3;0;0;194.45;78.80;15.72;50.82;25.71;4.64;0.00;0.00;0
18/09/2025 15:38:10;0;0;27.17;26.12;0;7;0.7;0;0;0;0;192.67;78.08;15.93;50.10;25.14;4.65;0.00;0.00;0
18/09/2025 15:38:20;0;0;27.19;26.12;0;22;2.2;1;0.1;0;0;195.01;79.02;16.50;50.35;25.23;4.65;0.00;0.00;0
18/09/2025 15:38:30;0;0;27.22;26.19;0;80;8;2;0.2;0;0;151.10;61.23;11.06;40.52;20.07;3.55;0.00;0.00;0
18/09/2025 15:38:40;0;0;27.24;26.19;0;51;5.1;2;0.2;0;0;155.56;63.03;11.53;41.60;20.70;3.71;0.00;0.00;0
18/09/2025 15:38:50;0;0;27.26;26.25;0;186;18.6;11;1.1;2;0.2;160.57;65.07;12.07;42.77;21.37;3.89;0.00;0.00;0
18/09/2025 15:39:00;0;0;27.30;26.25;0;220;22;8;0.8;0;0;102.26;41.44;8.14;27.02;13.84;2.59;0.00;0.00;0
18/09/2025 15:39:10;0;0;27.31;26.25;0;188;18.8;14;1.4;0;0;120.34;48.77;7.99;32.87;16.25;2.64;0.00;0.00;0
18/09/2025 15:39:20;0;0;27.32;26.31;0;322;32.2;19;1.9;3;0.3;73.98;29.98;5.16;20.06;9.82;1.65;0.00;0.00;0
18/09/2025 15:39:30;0;0;27.34;26.31;0;17;1.7;0;0;0;0;126.58;51.29;8.25;34.71;16.77;2.52;0.00;0.00;0
18/09/2025 15:39:40;0;0;27.35;26.38;0;299;29.9;25;2.5;2;0.2;138.86;56.27;9.83;37.61;18.12;3.08;0.00;0.00;0
18/09/2025 15:39:50;0;0;27.34;26.38;0;1080;108;86;8.6;22;2.2;102.97;41.73;7.21;28.05;13.63;2.41;0.00;0.00;0
18/09/2025 15:40:00;0;0;27.38;26.44;0;587;58.7;39;3.9;9;0.9;13.26;5.37;1.67;3.13;1.01;0.40;0.00;0.00;0
18/09/2025 15:40:10;0;0;27.38;26.44;0;778;77.8;54;5.4;12;1.2;47.72;19.34;3.97;12.92;5.75;1.20;0.00;0.00;0
18/09/2025 15:40:20;0;0;27.40;26.44;0;737;73.7;62;6.2;9;0.9;86.88;35.20;5.65;23.44;13.05;1.94;0.00;0.00;0
18/09/2025 15:40:30;0;0;27.42;26.44;0;331;33.1;33;3.3;2;0.2;23.34;9.46;1.76;6.30;3.22;0.64;0.00;0.00;0
18/09/2025 15:40:40;0;0;27.43;26.50;0;342;34.2;23;2.3;2;0.2;2.08;0.84;0.11;0.65;0.42;0.09;0.00;0.00;0
18/09/2025 15:40:50;0;0;27.45;26.50;0;252;25.2;19;1.9;0;0;0.94;0.38;0.05;0.29;0.18;0.04;0.00;0.00;0
18/09/2025 15:41:00;0;0;27.47;26.50;0;433;43.3;44;4.4;1;0.1;3.19;1.29;0.16;0.92;0.48;0.07;0.00;0.00;0
18/09/2025 15:41:10;0;0;27.49;26.50;0;234;23.4;20;2;0;0;0.04;0.02;0.01;0.02;0.03;0.01;0.00;0.00;0
18/09/2025 15:41:20;0;0;27.51;26.50;0;1474;147.4;75;7.5;44;4.4;0.03;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
18/09/2025 15:41:30;0;0;27.55;26.56;0;1878;187.8;84;8.4;79;7.9;0.02;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
18/09/2025 15:41:40;0;0;27.58;26.56;0;1758;175.8;87;8.7;72;7.2;0.02;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
18/09/2025 15:41:50;0;0;27.63;26.62;0;593;59.3;48;4.8;12;1.2;0.02;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0
18/09/2025 15:42:00;0;0;27.68;26.62;0;1440;144;73;7.3;48;4.8;0.12;0.05;0.00;0.04;0.02;0.00;0.00;0.00;0
18/09/2025 15:42:10;0;0;27.72;26.62;0;724;72.4;45;4.5;10;1;0.11;0.05;0.02;0.05;0.08;0.04;0.00;0.00;0
18/09/2025 15:42:20;0;0;27.75;26.62;0;2059;205.9;96;9.6;89;8.9;46.19;18.72;18.65;18.73;37.37;18.67;0.00;0.00;0
18/09/2025 15:42:30;0;0;27.78;26.62;0;1811;181.1;94;9.4;76;7.6;917.45;371.77;147.54;371.73;389.17;68.03;0.00;0.00;0
18/09/2025 15:42:40;0;0;27.81;26.69;0;1898;189.8;87;8.7;87;8.7;4305.10;1744.51;257.06;1181.31;883.00;118.80;0.00;0.00;0
18/09/2025 15:42:50;0;0;27.83;26.69;0;1976;197.6;100;10;96;9.6;5115.80;2073.02;304.40;1387.24;1040.43;127.22;0.00;0.00;0
18/09/2025 15:43:00;0;0;27.85;26.69;0;1361;136.1;93;9.3;39;3.9;1026.46;415.94;59.84;298.88;221.91;36.89;0.00;0.00;0
18/09/2025 15:43:10;0;0;27.86;26.69;0;853;85.3;72;7.2;14;1.4;2140.36;867.32;134.19;586.15;452.54;63.90;0.00;0.00;0
18/09/2025 15:43:20;0;0;27.85;26.69;0;269;26.9;21;2.1;0;0;278.92;113.03;16.79;75.18;51.23;7.50;0.00;0.00;0
18/09/2025 15:43:30;0;0;27.83;26.69;0;300;30;31;3.1;0;0;352.44;142.82;22.87;90.41;66.84;7.90;0.00;0.00;0
18/09/2025 15:43:40;0;0;27.81;26.62;0;506;50.6;41;4.1;3;0.3;347.24;140.71;22.37;89.92;66.19;8.50;0.00;0.00;0
18/09/2025 15:43:50;0;0;27.80;26.62;0;369;36.9;35;3.5;1;0.1;798.07;323.39;61.98;195.81;147.16;18.64;0.00;0.00;0
18/09/2025 15:44:00;0;0;27.77;26.62;0;85;8.5;5;0.5;0;0;787.32;319.04;53.37;200.15;148.86;17.39;0.00;0.00;0
18/09/2025 15:44:10;0;0;27.77;26.62;0;229;22.9;15;1.5;1;0.1;16.17;6.55;0.54;4.23;3.63;0.40;0.00;0.00;0
18/09/2025 15:44:20;0;0;27.77;26.62;0;213;21.3;19;1.9;0;0;305.01;123.60;27.28;93.03;71.05;7.45;0.00;0.00;0
18/09/2025 15:44:30;0;0;27.77;26.62;0;169;16.9;10;1;0;0;281.97;114.26;19.12;69.57;53.15;5.46;0.00;0.00;0
18/09/2025 15:44:40;0;0;27.77;26.62;0;143;14.3;12;1.2;0;0;456.38;184.93;25.54;120.23;90.77;9.69;0.00;0.00;0
18/09/2025 15:44:50;0;0;27.78;26.62;0;69;6.9;3;0.3;0;0;970.91;393.43;62.90;248.27;186.73;20.55;0.00;0.00;0
18/09/2025 15:45:00;0;0;27.80;26.62;0;116;11.6;4;0.4;0;0;1254.40;508.31;83.67;316.35;237.60;25.94;0.00;0.00;0
18/09/2025 15:45:10;0;0;27.82;26.62;0;209;20.9;16;1.6;0;0;48.52;19.66;2.20;13.29;9.37;1.49;0.00;0.00;0
18/09/2025 15:45:20;0;0;27.84;26.62;0;171;17.1;10;1;0;0;183.95;74.54;9.42;46.80;36.67;3.83;0.00;0.00;0
18/09/2025 15:45:30;0;0;27.86;26.69;0;275;27.5;22;2.2;0;0;219.43;88.92;14.01;54.88;40.66;4.19;0.00;0.00;0
18/09/2025 15:45:40;0;0;27.89;26.69;0;328;32.8;37;3.7;1;0.1;276.06;111.86;16.16;70.80;52.36;5.36;0.00;0.00;0
18/09/2025 15:45:50;0;0;27.91;26.69;0;89;8.9;6;0.6;0;0;0.28;0.11;0.01;0.09;0.06;0.01;0.00;0.00;0
18/09/2025 15:46:00;0;0;27.95;26.69;0;44;4.4;2;0.2;0;0;4.17;1.69;0.18;1.23;0.97;0.15;0.00;0.00;0
18/09/2025 15:46:10;0;0;27.96;26.75;0;149;14.9;8;0.8;0;0;2.50;1.01;0.11;0.71;0.55;0.09;0.00;0.00;0
18/09/2025 15:46:20;0;0;27.98;26.75;0;303;30.3;30;3;0;0;2.03;0.82;0.08;0.58;0.44;0.06;0.00;0.00;0
18/09/2025 15:46:30;0;0;28.00;26.75;0;254;25.4;19;1.9;0;0;0.53;0.21;0.02;0.15;0.12;0.02;0.00;0.00;0
18/09/2025 15:46:40;0;0;28.02;26.81;0;331;33.1;44;4.4;0;0;0.50;0.20;0.03;0.15;0.11;0.02;0.00;0.00;0
18/09/2025 15:46:50;0;0;28.04;26.81;0;216;21.6;22;2.2;0;0;0.82;0.33;0.03;0.24;0.18;0.02;0.00;0.00;0
18/09/2025 15:47:00;0;0;28.08;26.81;0;121;12.1;10;1;0;0;0.82;0.33;0.04;0.23;0.18;0.03;0.00;0.00;0
18/09/2025 15:47:10;0;0;28.09;26.88;0;127;12.7;7;0.7;0;0;0.62;0.25;0.03;0.18;0.15;0.02;0.00;0.00;0
18/09/2025 15:47:20;0;0;28.12;26.88;0;168;16.8;16;1.6;0;0;5.05;2.04;0.18;1.42;1.12;0.13;0.00;0.00;0
18/09/2025 15:47:30;0;0;28.16;26.94;0;174;17.4;7;0.7;0;0;32.65;13.23;1.08;9.10;7.17;0.78;0.00;0.00;0
18/09/2025 15:47:40;0;0;28.19;26.94;0;125;12.5;5;0.5;0;0;0.26;0.10;0.01;0.07;0.06;0.01;0.00;0.00;0
18/09/2025 15:47:50;0;0;28.22;27.00;0;136;13.6;8;0.8;0;0;0.43;0.17;0.02;0.12;0.09;0.01;0.00;0.00;0
18/09/2025 15:48:00;0;0;28.24;27.00;0;104;10.4;7;0.7;0;0;0.44;0.18;0.02;0.12;0.10;0.02;0.00;0.00;0
18/09/2025 15:48:10;0;0;28.28;27.00;0;135;13.5;4;0.4;0;0;0.14;0.06;0.01;0.04;0.05;0.01;0.00;0.00;0
18/09/2025 15:48:20;0;0;28.30;27.06;0;70;7;2;0.2;0;0;0.17;0.07;0.01;0.05;0.05;0.01;0.00;0.00;0
18/09/2025 15:48:30;0;0;28.35;27.06;0;78;7.8;1;0.1;0;0;0.20;0.08;0.01;0.06;0.06;0.01;0.00;0.00;0
18/09/2025 15:48:40;0;0;28.37;27.12;0;185;18.5;10;1;0;0;0.26;0.10;0.01;0.08;0.07;0.01;0.00;0.00;0
18/09/2025 15:48:50;0;0;28.40;27.12;0;107;10.7;2;0.2;0;0;0.45;0.18;0.02;0.13;0.11;0.02;0.00;0.00;0
18/09/2025 15:49:00;0;0;28.44;27.19;0;508;50.8;41;4.1;15;1.5;0.55;0.22;0.03;0.17;0.12;0.02;0.00;0.00;0
18/09/2025 15:49:10;0;0;28.48;27.19;0;285;28.5;22;2.2;6;0.6;229.36;92.94;66.72;92.94;163.11;26.25;0.00;0.00;0
18/09/2025 15:49:20;0;0;28.52;27.25;0;172;17.2;10;1;0;0;1222.91;495.55;85.34;306.07;230.66;26.29;0.00;0.00;0
18/09/2025 15:49:30;0;0;28.56;27.31;0;347;34.7;36;3.6;1;0.1;996.13;403.65;68.19;250.58;187.53;22.29;0.00;0.00;0
18/09/2025 15:49:40;0;0;28.60;27.31;0;210;21;18;1.8;0;0;190.76;77.30;13.65;48.91;33.58;4.79;0.00;0.00;0
18/09/2025 15:49:50;0;0;28.65;27.38;0;151;15.1;8;0.8;0;0;338.46;137.15;22.38;87.41;63.36;7.48;0.00;0.00;0
18/09/2025 15:50:00;0;0;28.67;27.38;0;234;23.4;31;3.1;0;0;256.75;104.04;18.73;66.44;45.71;6.32;0.00;0.00;0
18/09/2025 15:50:10;0;0;28.72;27.44;0;151;15.1;9;0.9;0;0;383.94;155.58;27.27;97.76;70.00;9.28;0.00;0.00;0
18/09/2025 15:50:20;0;0;28.77;27.44;0;116;11.6;5;0.5;0;0;310.06;125.64;23.07;79.21;54.86;8.01;0.00;0.00;0
18/09/2025 15:50:30;0;0;28.82;27.50;0;191;19.1;10;1;0;0;766.62;310.65;53.37;192.92;145.05;16.43;0.00;0.00;0
18/09/2025 15:50:40;0;0;28.84;27.56;0;138;13.8;9;0.9;0;0;100.04;40.54;7.17;27.32;16.05;2.74;0.00;0.00;0
18/09/2025 15:50:50;0;0;28.88;27.56;0;76;7.6;2;0.2;0;0;189.37;76.74;11.55;50.32;34.89;4.52;0.00;0.00;0
18/09/2025 15:51:00;0;0;28.92;27.62;0;86;8.6;3;0.3;0;0;435.95;176.66;29.12;111.65;81.95;9.69;0.00;0.00;0
18/09/2025 15:51:10;0;0;28.96;27.62;0;80;8;1;0.1;0;0;301.55;122.19;20.50;77.66;55.80;7.03;0.00;0.00;0
18/09/2025 15:51:20;0;0;29.00;27.69;0;118;11.8;7;0.7;0;0;448.18;181.61;33.04;112.94;81.87;11.04;0.00;0.00;0
18/09/2025 15:51:30;0;0;29.02;27.69;0;70;7;2;0.2;0;0;448.04;181.56;33.00;112.99;81.91;10.46;0.00;0.00;0
18/09/2025 15:51:40;0;0;29.06;27.75;0;46;4.6;1;0.1;0;0;279.73;113.35;19.55;72.65;50.98;7.04;0.00;0.00;0
18/09/2025 15:51:50;0;0;29.08;27.81;0;68;6.8;1;0.1;0;0;232.78;94.33;15.74;61.29;42.48;6.52;0.00;0.00;0
18/09/2025 15:52:00;0;0;29.12;27.81;0;98;9.8;8;0.8;1;0.1;225.39;91.33;15.03;59.24;42.01;6.26;0.00;0.00;0
18/09/2025 15:52:10;0;0;29.14;27.81;0;105;10.5;2;0.2;0;0;265.17;107.45;19.30;67.88;47.38;6.12;0.00;0.00;0
18/09/2025 15:52:20;0;0;29.18;27.88;0;76;7.6;1;0.1;0;0;249.76;101.21;18.26;63.87;45.46;6.72;0.00;0.00;0
18/09/2025 15:52:30;0;0;29.20;27.94;0;55;5.5;0;0;0;0;233.72;94.71;18.21;58.76;41.94;6.46;0.00;0.00;0
18/09/2025 15:52:40;0;0;29.24;27.94;0;101;10.1;3;0.3;0;0;267.86;108.54;20.46;68.02;46.95;7.42;0.00;0.00;0
18/09/2025 15:52:50;0;0;29.27;28.00;0;75;7.5;3;0.3;0;0;713.93;289.30;55.64;174.75;132.45;16.25;0.00;0.00;0
18/09/2025 15:53:00;0;0;29.30;28.00;0;96;9.6;5;0.5;0;0;598.08;242.35;44.95;148.44;110.27;13.82;0.00;0.00;0
18/09/2025 15:53:10;0;0;29.32;28.06;0;85;8.5;1;0.1;0;0;295.10;119.58;21.39;75.97;52.65;7.30;0.00;0.00;0
18/09/2025 15:53:20;0;0;29.34;28.06;0;97;9.7;2;0.2;0;0;249.63;101.15;16.47;65.83;45.53;6.23;0.00;0.00;0
18/09/2025 15:53:30;0;0;29.38;28.12;0;123;12.3;5;0.5;0;0;510.05;206.68;33.71;130.25;95.92;10.89;0.00;0.00;0
