#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.2.3
LOG_FILE_VERSION : 1.0.4
LOG_CREATION_SV : 2.2.3
SUBJECT_NAME : ADIDL_BAUA_S14
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/1916
SUBJECT_DESCRIPTION : 
DEVICE_ID : 2003460
DEVICE_MODEL : ActTrust1
HARDWARE_VERSION : 3.5
FIRMWARE_VERSION : 3.8
MEMORY_SIZE : 7987712
LOG_SIZE : 1600842
MEMORY_USAGE : 20.04 %
BATTERY_VOLTAGE : 4.17969
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 0
MODE : PIM/TAT/ZCM
INTERVAL : 10
DATA_CORRECTION : 0
DATA_CORRECTION : 0
FILE_DATE_TIME : 23/09/2025 15:40:53
CONNECTION_SYSTEM_DATE_TIME : 23/09/2025 15:39:57
CONNECTION_DEVICE_DATE_TIME : 23/09/2025 15:40:21
DEVICE_PLACEMENT : Undefined
SCORING_INFO : 
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE
20/09/2025 01:39:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0
20/09/2025 01:39:20;0;0;22.16;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:39:30;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 01:39:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:39:50;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:40:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:40:10;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:40:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:40:30;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:40:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:40:50;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:41:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:41:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:41:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:41:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:41:40;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:41:50;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:42:00;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 01:42:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:42:20;0;0;22.15;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:42:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0
20/09/2025 01:42:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:42:50;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:43:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:43:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:43:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:43:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:43:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:43:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:44:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:44:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:44:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 01:44:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:44:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:44:50;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:45:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:45:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:45:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:45:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:45:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:45:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:46:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:46:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:46:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:46:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:46:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:46:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:47:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:47:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:47:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:47:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:47:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 01:47:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:48:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:48:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:48:20;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:48:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:48:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:48:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:49:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:49:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:49:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:49:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:49:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:49:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:50:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:50:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:50:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:50:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:50:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:50:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:51:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:51:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:51:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:51:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:51:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:51:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:52:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:52:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:52:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:52:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:52:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:52:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:53:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:53:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:53:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:53:30;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:53:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:53:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:54:00;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:54:10;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:54:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:54:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:54:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:54:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:55:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:55:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:55:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:55:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:55:40;0;0;22.14;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:55:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:56:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0
20/09/2025 01:56:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:56:20;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:56:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:56:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:56:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:57:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:57:10;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:57:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:57:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:57:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:57:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:58:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:58:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:58:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:58:30;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:58:40;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:58:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:59:00;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:59:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:59:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 01:59:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 01:59:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 01:59:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:00:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:00:10;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:00:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:00:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 02:00:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:00:50;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:01:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:01:10;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:01:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:01:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:01:40;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:01:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:02:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:02:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:02:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:02:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:02:40;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 02:02:50;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:03:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:03:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:03:20;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:03:30;0;0;22.13;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:03:40;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:03:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:04:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:04:10;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:04:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:04:30;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:04:40;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:04:50;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:05:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:05:10;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:05:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:05:30;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:05:40;0;0;22.11;21.88;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:05:50;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:06:00;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:06:10;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:06:20;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:06:30;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:06:40;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:06:50;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:07:00;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:07:10;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:07:20;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0
20/09/2025 02:07:30;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:07:40;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:07:50;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:08:00;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:08:10;0;0;22.12;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:08:20;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:08:30;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
20/09/2025 02:08:40;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:08:50;0;0;22.11;21.88;0;0;0;0;0;0;0;0.01;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0
20/09/2025 02:09:00;0;0;22.11;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0
20/09/2025 02:09:10;0;0;22.12;21.94;0;0;0;0;0;0;0;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0
