File Name, test_jesse thuis 
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:42:24
Is Saturate, not
Integration Time(ms), 91.232
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.000288705195998773, 0.00031287697493098676, 0.0003439683932811022, 0.00036288684350438416, 0.0003750308242160827, 0.00039542929152958095, 0.0004268748452886939, 0.00046224016114138067, 0.0005090265767648816, 0.0005840682424604893, 0.0006528908270411193, 0.0006864288588985801, 0.0007129477453418076, 0.0007347463979385793, 0.0007493164157494903, 0.0007674786611460149, 0.0007571836467832327, 0.0007138195214793086, 0.0006404906162060797, 0.0005533211515285075, 0.0004895374295301735, 0.000471517036203295, 0.0004976856289431453, 0.0005633154651150107, 0.0006520217284560204, 0.0007353357505053282, 0.000779053196310997, 0.0007929274579510093, 0.0007854489958845079, 0.0007745868642814457, 0.0007755570113658905, 0.0007892741705290973, 0.0008153112721629441, 0.0008477556402795017, 0.0008734318544156849, 0.0008898328524082899, 0.0008938427781686187, 0.0008900199318304658, 0.0008681426406838, 0.0008284035720862448, 0.0007944706012494862, 0.0007771244854666293, 0.0007776297861710191, 0.0007959200302138925, 0.0008176270057447255, 0.0008218440925702453, 0.0008200212032534182, 0.0008137333206832409, 0.0008111326606012881, 0.0008065718575380743, 0.0008049263851717114, 0.0008102950523607433, 0.0008099045371636748, 0.0008134806994348764, 0.0008212215034291148, 0.0008332031429745257, 0.0008380000945180655, 0.0008273122366517782, 0.0008029298624023795, 0.0007742593297734857, 0.0007512218435294926, 0.0007519010687246919, 0.0007728436030447483, 0.0008000295492820442, 0.0008120684651657939, 0.0008037826628424227, 0.0007773977122269571, 0.0007704055169597268, 0.0007755841943435371, 0.0007992092869244516, 0.0008192180539481342, 0.0008194611873477697, 0.0008151113870553672, 0.0008066575974225998, 0.0007987776189111173
PPFD Spectrum, 0.0, 0.0, 0.0011502302950248122, 0.0012286623241379857, 0.0012854556553065777, 0.0013719024136662483, 0.0014988429611548781, 0.0016423392808064818, 0.0018298487411811948, 0.0021240224596112967, 0.00240159360691905, 0.0025536527391523123, 0.0026821093633770943, 0.0027948282659053802, 0.0028815711848437786, 0.0029834965243935585, 0.0029751260299235582, 0.0028345773462206125, 0.0025701606646180153, 0.002243496011942625, 0.0020053412299603224, 0.0019512318540364504, 0.0020803259685635567, 0.0023782053031027317, 0.002779959933832288, 0.0031659144442528486, 0.0033867000602185726, 0.0034801585134118795, 0.0034801673609763384, 0.0034644172992557287, 0.0035011745058000088, 0.0035960909444838762, 0.003748801304027438, 0.0039334166795015335, 0.004089058376848698, 0.004203036427497864, 0.0042593395337462425, 0.004278325941413641, 0.004209449980407953, 0.004051390569657087, 0.003918646834790707, 0.0038655726239085197, 0.0039005910512059927, 0.004025604110211134, 0.0041695707477629185, 0.004225429147481918, 0.004250334110110998, 0.004251756705343723, 0.00427207350730896, 0.004281767178326845, 0.00430667819455266, 0.004369272850453854, 0.004401021171361208, 0.00445445766672492, 0.004531171638518572, 0.004632109776139259, 0.004693806171417236, 0.004668523091822863, 0.004564495757222176, 0.004433873575180769, 0.004333348013460636, 0.004368695430457592, 0.0045226807706058025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 58
Cyanopic Lux, 46
Melanopic Lux, 48
Rhodopic Lux, 50
Chloropic Lux, 55
Erythropic Lux, 57
PPFD, 1
PPFD-R, 0
PPFD-G, 0
PPFD-B, 0
CCT, 4659
CRI, 95
XYZ, 58, 58, 47
xy, 0.3550, 0.3555
uv, 0.2166, 0.4880

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:42:54
Is Saturate, not
Integration Time(ms), 91.232
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.0002873921184800565, 0.0003091127728112042, 0.00033291164436377585, 0.0003486748319119215, 0.00036339080543257296, 0.0003901239251717925, 0.00043041829485446215, 0.0004749952640850097, 0.000537538027856499, 0.0006262008100748062, 0.0007040446507744491, 0.0007496456964872777, 0.0007759021245874465, 0.0007921217475086451, 0.0007980240625329316, 0.000798961438704282, 0.0007709881756454706, 0.0007199028041213751, 0.0006498415023088455, 0.0005772164440713823, 0.0005281128687784076, 0.0005156210390850902, 0.0005438819644041359, 0.0006105293286964297, 0.00069502490805462, 0.0007796935387887061, 0.0008379400824196637, 0.0008693546988070011, 0.000871523458044976, 0.0008589386707171798, 0.0008513051434420049, 0.0008587140473537147, 0.000883435015566647, 0.0009158188477158546, 0.0009409054764546454, 0.0009480102453380823, 0.0009389522019773722, 0.0009199850610457361, 0.000883240660186857, 0.0008448846638202667, 0.0008206682978197932, 0.0008183546597138047, 0.0008404756081290543, 0.0008856916101649404, 0.0009279455989599228, 0.000936749333050102, 0.0009133049752563238, 0.0008739552577026188, 0.0008371063158847392, 0.0008218390285037458, 0.000825980503577739, 0.0008447188301943243, 0.0008593335514888167, 0.000869586190674454, 0.0008713291026651859, 0.0008673587581142783, 0.0008618418360128999, 0.0008535988163203001, 0.0008373683085665107, 0.0008158338023349643, 0.0007933381129987538, 0.00079180090688169, 0.0008038377272896469, 0.000828149204608053, 0.0008443285478278995, 0.0008435513009317219, 0.0008236534777097404, 0.0008147151092998683, 0.0008169240318238735, 0.0008357352344319224, 0.0008498320239596069, 0.0008392774616368115, 0.0008320758352056146, 0.0008282963535748422, 0.000832130666822195
PPFD Spectrum, 0.0, 0.0, 0.001113256555981934, 0.0011805432150140405, 0.0012455583782866597, 0.0013534959871321917, 0.00151128473225981, 0.001687658135779202, 0.0019323417218402028, 0.002277241786941886, 0.002589757787063718, 0.0027888319455087185, 0.002918943762779236, 0.003013072768226266, 0.003068881342187524, 0.003105882788076997, 0.003029366722330451, 0.002858733991160989, 0.0026076838839799166, 0.002340381732210517, 0.0021633615251630545, 0.002133742906153202, 0.0022734266240149736, 0.0025775327812880278, 0.0029633082449436188, 0.003356892615556717, 0.0036426931619644165, 0.003815597854554653, 0.0038615460507571697, 0.0038416890893131495, 0.0038431319408118725, 0.003912473097443581, 0.00406203418970108, 0.004249216057360172, 0.004404942970722914, 0.004477831535041332, 0.00447429483756423, 0.004422368016093969, 0.004282657522708178, 0.0041319928131997585, 0.004047864116728306, 0.004070659633725882, 0.004215825814753771, 0.004479650873690844, 0.004732151515781879, 0.004816202912479639, 0.004733842331916094, 0.004566416144371033, 0.004408871755003929, 0.004362814594060183, 0.004419326316565275, 0.004554892890155315, 0.00466961832717061, 0.004761680029332638, 0.004807645455002785, 0.004821994341909885, 0.00482734851539135, 0.004816858097910881, 0.004760271403938532, 0.004671954084187746, 0.004576291423290968, 0.004600521642714739, 0.0047040581703186035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 62
Cyanopic Lux, 49
Melanopic Lux, 51
Rhodopic Lux, 54
Chloropic Lux, 59
Erythropic Lux, 61
PPFD, 1
PPFD-R, 0
PPFD-G, 0
PPFD-B, 0
CCT, 4669
CRI, 95
XYZ, 62, 62, 50
xy, 0.3549, 0.3567
uv, 0.2160, 0.4886

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:43:24
Is Saturate, not
Integration Time(ms), 13.530
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.005323569756001234, 0.005551292095333338, 0.005982435308396816, 0.006462984252721071, 0.0069798617623746395, 0.0075049265287816525, 0.008016263134777546, 0.008411247283220291, 0.008638888597488403, 0.008830384351313114, 0.009036026895046234, 0.009274224750697613, 0.009683893993496895, 0.010013052262365818, 0.010222399607300758, 0.010336760431528091, 0.01018764078617096, 0.00984538346529007, 0.009405835531651974, 0.009030323475599289, 0.008818434551358223, 0.008733321912586689, 0.00879138708114624, 0.008953036740422249, 0.009149880148470402, 0.009279701858758926, 0.009296181611716747, 0.009221171960234642, 0.00906808115541935, 0.00887905340641737, 0.008706387132406235, 0.00861808005720377, 0.008582673966884613, 0.008545964024960995, 0.0084159467369318, 0.00820986833423376, 0.007997613400220871, 0.007865636609494686, 0.007759821135550737, 0.007695861626416445, 0.007641343865543604, 0.007583425845950842, 0.007504391949623823, 0.007459521293640137, 0.0074285417795181274, 0.007370946928858757, 0.007277504075318575, 0.0071432399563491344, 0.0070482767187058926, 0.007052377797663212, 0.007049259729683399, 0.00698303384706378, 0.006890555843710899, 0.006743879988789558, 0.006548650097101927, 0.006272431463003159, 0.006003253161907196, 0.005836480762809515, 0.005745537579059601, 0.0056986515410244465, 0.005646931007504463, 0.005612230859696865, 0.0055711837485432625, 0.005583957768976688, 0.0056591760367155075, 0.005764593370258808, 0.005747547838836908, 0.005694462452083826, 0.0055925073102116585, 0.005512675736099482, 0.00540341017767787, 0.0053360252641141415, 0.005227011162787676, 0.005062298383563757, 0.004855895880609751
PPFD Spectrum, 0.0, 0.0, 0.02000526338815689, 0.021882371976971626, 0.023924173787236214, 0.026037592440843582, 0.02814670279622078, 0.02988516166806221, 0.03105507604777813, 0.03211257606744766, 0.03323812037706375, 0.03450196981430054, 0.036430809646844864, 0.038087647408246994, 0.03931125998497009, 0.04018312320113182, 0.04002927988767624, 0.03909601643681526, 0.03774373605847359, 0.036614350974559784, 0.03612383455038071, 0.036140233278274536, 0.036747999489307404, 0.03779793158173561, 0.039011429995298386, 0.039952829480171204, 0.040412358939647675, 0.040471725165843964, 0.04017885401844978, 0.03971245512366295, 0.03930411487817764, 0.039265695959329605, 0.03946313634514809, 0.03965156525373459, 0.039400096982717514, 0.03877849131822586, 0.03811022639274597, 0.03781011700630188, 0.03762581944465637, 0.0376373790204525, 0.037690162658691406, 0.03772147744894028, 0.03764202818274498, 0.03772876784205437, 0.037882592529058456, 0.03789698705077171, 0.037720758467912674, 0.03732343018054962, 0.037121862173080444, 0.037438251078128815, 0.03771635890007019, 0.03765391558408737, 0.03744328022003174, 0.03692813962697983, 0.03613283112645149, 0.03487095609307289, 0.033625420182943344, 0.032935261726379395, 0.03266223147511482, 0.03263389691710472, 0.03257375583052635, 0.03260818496346474, 0.032602567225694656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 606
Cyanopic Lux, 673
Melanopic Lux, 672
Rhodopic Lux, 663
Chloropic Lux, 631
Erythropic Lux, 601
PPFD, 11
PPFD-R, 4
PPFD-G, 4
PPFD-B, 3
CCT, 6741
CRI, 99
XYZ, 579, 606, 688
xy, 0.3093, 0.3235
uv, 0.1975, 0.4649

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:43:54
Is Saturate, not
Integration Time(ms), 6.416
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.012355501763522625, 0.013870177790522575, 0.0157332681119442, 0.017291126772761345, 0.018257450312376022, 0.018985334783792496, 0.01937456801533699, 0.019172776490449905, 0.0186370350420475, 0.018375610932707787, 0.018910730257630348, 0.0198587067425251, 0.020985184237360954, 0.02184508927166462, 0.022484488785266876, 0.022773878648877144, 0.022524744272232056, 0.021758588030934334, 0.020667366683483124, 0.01947445049881935, 0.01851731352508068, 0.017893090844154358, 0.017644386738538742, 0.017773112282156944, 0.01809532195329666, 0.018335647881031036, 0.018426693975925446, 0.018337814137339592, 0.018084922805428505, 0.01775001920759678, 0.01754407398402691, 0.017506178468465805, 0.017638400197029114, 0.01790282502770424, 0.017892589792609215, 0.01762446016073227, 0.01719193160533905, 0.016593720763921738, 0.01595061831176281, 0.015218531712889671, 0.014552682638168335, 0.014222393743693829, 0.014217893593013287, 0.014484617859125137, 0.014712017960846424, 0.014604895375669003, 0.014259269461035728, 0.013775879517197609, 0.013602524064481258, 0.013178075663745403, 0.012861468829214573, 0.0126498993486166, 0.012407644651830196, 0.012235014699399471, 0.012171341106295586, 0.012299800291657448, 0.012569968588650227, 0.012758503668010235, 0.012626172974705696, 0.012291710823774338, 0.011916869319975376, 0.011738319881260395, 0.011750851757824421, 0.011820372194051743, 0.011747781187295914, 0.01146040391176939, 0.010982020758092403, 0.010678200982511044, 0.010656716302037239, 0.011068192310631275, 0.01141196209937334, 0.011354560032486916, 0.010895214043557644, 0.010395228862762451, 0.009699809364974499
PPFD Spectrum, 0.0, 0.0, 0.052612047642469406, 0.05854429677128792, 0.06257923692464828, 0.06586772203445435, 0.06802798062562943, 0.06812087446451187, 0.06699641048908234, 0.06682474911212921, 0.06956122815608978, 0.07387836277484894, 0.07894626259803772, 0.08309435099363327, 0.08646634966135025, 0.08853117376565933, 0.08850422501564026, 0.08640335500240326, 0.08293400704860687, 0.07896110415458679, 0.07585432380437851, 0.07404518872499466, 0.07375353574752808, 0.07503452897071838, 0.07715121656656265, 0.07894229888916016, 0.0801045224070549, 0.08048466593027115, 0.0801306739449501, 0.07938873767852783, 0.07920096814632416, 0.07976164668798447, 0.08110136538743973, 0.08306552469730377, 0.08376594632863998, 0.08324737846851349, 0.0819229930639267, 0.07976601272821426, 0.07734135538339615, 0.07442775368690491, 0.07177965342998505, 0.07074502855539322, 0.07131695747375488, 0.07326029986143112, 0.07502540946006775, 0.07508961111307144, 0.07390864193439484, 0.07197897136211395, 0.07164177298545837, 0.06995712965726852, 0.0688140019774437, 0.06821078807115555, 0.06742314249277115, 0.0669964924454689, 0.0671565905213356, 0.06837950646877289, 0.07040690630674362, 0.07199623435735703, 0.07177726924419403, 0.07038971036672592, 0.06874126940965652, 0.06820198893547058, 0.06876598298549652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 1222
Cyanopic Lux, 1474
Melanopic Lux, 1414
Rhodopic Lux, 1380
Chloropic Lux, 1293
Erythropic Lux, 1215
PPFD, 23
PPFD-R, 7
PPFD-G, 8
PPFD-B, 8
CCT, 7325
CRI, 98
XYZ, 1165, 1222, 1479
xy, 0.3014, 0.3161
uv, 0.1948, 0.4595

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:44:24
Is Saturate, not
Integration Time(ms), 4.592
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.018321283161640167, 0.020471084862947464, 0.023154620081186295, 0.02546468935906887, 0.02692766860127449, 0.02802327461540699, 0.02858034148812294, 0.02822199836373329, 0.027378583326935768, 0.026891104876995087, 0.027672531083226204, 0.029012179002165794, 0.030516060069203377, 0.03177734464406967, 0.03273571655154228, 0.03317714110016823, 0.033042989671230316, 0.032137464731931686, 0.030649330466985703, 0.0288403183221817, 0.02729804255068302, 0.026244524866342545, 0.025827929377555847, 0.026023490354418755, 0.02665753848850727, 0.0272148959338665, 0.027493128553032875, 0.02745273895561695, 0.027242444455623627, 0.027020996436476707, 0.026771018281579018, 0.0264819897711277, 0.02623020112514496, 0.026115592569112778, 0.02584272064268589, 0.025558173656463623, 0.02527785860002041, 0.02493908442556858, 0.024363089352846146, 0.023668961599469185, 0.02275625430047512, 0.022011931985616684, 0.021548740565776825, 0.02154671773314476, 0.021743303164839745, 0.02162834443151951, 0.021302711218595505, 0.020691897720098495, 0.02033071406185627, 0.019640162587165833, 0.01896682381629944, 0.018428420647978783, 0.017681680619716644, 0.01699729822576046, 0.01659068465232849, 0.01681138388812542, 0.01770727150142193, 0.01872910000383854, 0.019140522927045822, 0.01894165202975273, 0.018361007794737816, 0.01789708435535431, 0.017605246976017952, 0.017439579591155052, 0.017162326723337173, 0.016574934124946594, 0.01554157119244337, 0.01494317315518856, 0.014801889657974243, 0.015429182909429073, 0.016038376837968826, 0.016045555472373962, 0.015376559458673, 0.014670147560536861, 0.0137948514893651
PPFD Spectrum, 0.0, 0.0, 0.07742904871702194, 0.08621834218502045, 0.0922972783446312, 0.09722395241260529, 0.10035129636526108, 0.1002727597951889, 0.09842053055763245, 0.09779219329357147, 0.10179063677787781, 0.10793110728263855, 0.11480141431093216, 0.12087466567754745, 0.12588846683502197, 0.12897281348705292, 0.12983252108097076, 0.12761786580085754, 0.12298963218927383, 0.11693595349788666, 0.11182370036840439, 0.10860509425401688, 0.10796074569225311, 0.10986597090959549, 0.11365707963705063, 0.11717101186513901, 0.11951813101768494, 0.12049007415771484, 0.12070582062005997, 0.12085410952568054, 0.12085508555173874, 0.12065724283456802, 0.12060646712779999, 0.12117112427949905, 0.12098528444766998, 0.1207214742898941, 0.12045405060052872, 0.11988218128681183, 0.11813174933195114, 0.11575542390346527, 0.11224295198917389, 0.1094917505979538, 0.10808848589658737, 0.1089789867401123, 0.11088214814662933, 0.11119996756315231, 0.11041621118783951, 0.10811516642570496, 0.10707780718803406, 0.10426176339387894, 0.10148009657859802, 0.09936972707509995, 0.09608225524425507, 0.09307380765676498, 0.09154076129198074, 0.09346120804548264, 0.09918197244405746, 0.10568831115961075, 0.10881004482507706, 0.10847126692533493, 0.10591363906860352, 0.10398563742637634, 0.1030259057879448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 1827
Cyanopic Lux, 2159
Melanopic Lux, 2085
Rhodopic Lux, 2041
Chloropic Lux, 1924
Erythropic Lux, 1813
PPFD, 33
PPFD-R, 11
PPFD-G, 12
PPFD-B, 11
CCT, 7141
CRI, 98
XYZ, 1739, 1827, 2161
xy, 0.3036, 0.3191
uv, 0.1952, 0.4615

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:44:54
Is Saturate, not
Integration Time(ms), 3.680
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.02559860609471798, 0.026606036350131035, 0.028471775352954865, 0.030485136434435844, 0.0324244387447834, 0.03420485556125641, 0.035663820803165436, 0.036624789237976074, 0.036748677492141724, 0.03665202483534813, 0.03708633407950401, 0.038174547255039215, 0.0399046465754509, 0.041201621294021606, 0.04183545708656311, 0.041821837425231934, 0.04064220190048218, 0.03873806446790695, 0.03644862398505211, 0.034459132701158524, 0.03333914279937744, 0.03296544775366783, 0.03315348923206329, 0.033644843846559525, 0.03410863131284714, 0.03401517868041992, 0.03355662152171135, 0.033175382763147354, 0.032974474132061005, 0.03284672275185585, 0.03255925700068474, 0.03195749223232269, 0.031072836369276047, 0.030017318204045296, 0.028959395363926888, 0.02808057889342308, 0.027458952739834785, 0.02708219550549984, 0.02670927532017231, 0.026115918532013893, 0.025442983955144882, 0.024780817329883575, 0.02414153702557087, 0.02380981110036373, 0.02382698841392994, 0.02393312379717827, 0.024015503004193306, 0.023860549554228783, 0.02352924644947052, 0.023209353908896446, 0.02283276617527008, 0.022295203059911728, 0.02165687456727028, 0.020868118852376938, 0.02002844400703907, 0.019223351031541824, 0.01873006671667099, 0.018742859363555908, 0.018856797367334366, 0.0188309233635664, 0.018551766872406006, 0.018192145973443985, 0.017747804522514343, 0.017449330538511276, 0.017182687297463417, 0.016893863677978516, 0.016263853758573532, 0.016240833327174187, 0.016290554776787758, 0.016591351479291916, 0.016632435843348503, 0.016800010576844215, 0.016550855711102486, 0.015894101932644844, 0.015206766314804554
PPFD Spectrum, 0.0, 0.0, 0.09520961344242096, 0.10321657359600067, 0.1111380085349083, 0.11867032945156097, 0.1252228021621704, 0.13012787699699402, 0.13210414350032806, 0.13328875601291656, 0.13641837239265442, 0.1420169472694397, 0.1501212865114212, 0.15672272443771362, 0.16088242828845978, 0.16257821023464203, 0.15969133377075195, 0.15382885932922363, 0.1462610363960266, 0.13971799612045288, 0.13657046854496002, 0.13641761243343353, 0.13858158886432648, 0.14204180240631104, 0.14542555809020996, 0.14644895493984222, 0.14587734639644623, 0.14560675621032715, 0.14610329270362854, 0.14691025018692017, 0.1469855159521103, 0.14560472965240479, 0.1428728997707367, 0.13927435874938965, 0.1355763077735901, 0.13263580203056335, 0.13084739446640015, 0.1301841139793396, 0.12950792908668518, 0.12772251665592194, 0.12549497187137604, 0.12326474487781525, 0.12109395116567612, 0.1204252615571022, 0.12150810658931732, 0.1230497658252716, 0.12447715550661087, 0.12467136979103088, 0.12392383813858032, 0.12320917844772339, 0.12216443568468094, 0.12022019177675247, 0.11768345534801483, 0.11426964402198792, 0.11050894111394882, 0.10687030106782913, 0.10491085052490234, 0.10576595366001129, 0.1071971207857132, 0.10783716291189194, 0.1070140153169632, 0.10570000857114792, 0.10386015474796295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 2134
Cyanopic Lux, 2771
Melanopic Lux, 2598
Rhodopic Lux, 2519
Chloropic Lux, 2295
Erythropic Lux, 2117
PPFD, 40
PPFD-R, 12
PPFD-G, 14
PPFD-B, 14
CCT, 8276
CRI, 99
XYZ, 2030, 2134, 2811
xy, 0.2910, 0.3059
uv, 0.1912, 0.4522

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:45:24
Is Saturate, not
Integration Time(ms), 3.498
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.027232196182012558, 0.028385696932673454, 0.03051292710006237, 0.0328412689268589, 0.03506627678871155, 0.036952778697013855, 0.03847476840019226, 0.03924517706036568, 0.03884913772344589, 0.038151949644088745, 0.038407500833272934, 0.03960654139518738, 0.04159507527947426, 0.04315894842147827, 0.043959569185972214, 0.043993715196847916, 0.042666103690862656, 0.04044915735721588, 0.03777982294559479, 0.03555745631456375, 0.034373845905065536, 0.03401491045951843, 0.03428354859352112, 0.034930504858493805, 0.03554476052522659, 0.0355277918279171, 0.034997761249542236, 0.03434380143880844, 0.03365601226687431, 0.03293464705348015, 0.0322645828127861, 0.031607404351234436, 0.031022924929857254, 0.03052896074950695, 0.029926998540759087, 0.02927762269973755, 0.028752850368618965, 0.028275495395064354, 0.02755505032837391, 0.026448961347341537, 0.025418665260076523, 0.024669237434864044, 0.024188287556171417, 0.024098018184304237, 0.024206507951021194, 0.024289723485708237, 0.024469051510095596, 0.024322275072336197, 0.02397308498620987, 0.02320956066250801, 0.02233809232711792, 0.02147323079407215, 0.020800268277525902, 0.020260969176888466, 0.019826602190732956, 0.019347045570611954, 0.018843352794647217, 0.018616225570440292, 0.018525047227740288, 0.01845542900264263, 0.01836402341723442, 0.018252259120345116, 0.01806071400642395, 0.017839083448052406, 0.017633788287639618, 0.01736285537481308, 0.016736192628741264, 0.016400858759880066, 0.01615891419351101, 0.016148176044225693, 0.015901995822787285, 0.01605169102549553, 0.016140000894665718, 0.015686484053730965, 0.014985199086368084
PPFD Spectrum, 0.0, 0.0, 0.10203523188829422, 0.11119396984577179, 0.12019316852092743, 0.12820397317409515, 0.1350926011800766, 0.13943810760974884, 0.13965487480163574, 0.13874338567256927, 0.14127814769744873, 0.14734426140785217, 0.15648066997528076, 0.16416801512241364, 0.1690509170293808, 0.17102116346359253, 0.16764365136623383, 0.16062361001968384, 0.1516028791666031, 0.14417126774787903, 0.14080902934074402, 0.14076049625873566, 0.1433052271604538, 0.14746960997581482, 0.15154863893985748, 0.1529613584280014, 0.15214227139949799, 0.15073494613170624, 0.14912305772304535, 0.147303506731987, 0.14565522968769073, 0.14400964975357056, 0.14264340698719025, 0.1416482776403427, 0.1401062309741974, 0.1382899284362793, 0.13701307773590088, 0.13592030107975006, 0.13360892236232758, 0.12935128808021545, 0.12537501752376556, 0.122709721326828, 0.1213284507393837, 0.12188295274972916, 0.12344350665807724, 0.12488318234682083, 0.12682798504829407, 0.127083882689476, 0.12626144289970398, 0.12321027368307114, 0.1195177286863327, 0.11578795313835144, 0.11302866041660309, 0.11094501614570618, 0.10939525812864304, 0.10755796730518341, 0.10554538667201996, 0.10505136102437973, 0.10531118512153625, 0.10568685829639435, 0.10593103617429733, 0.10604927688837051, 0.10569129884243011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 2178
Cyanopic Lux, 2906
Melanopic Lux, 2696
Rhodopic Lux, 2606
Chloropic Lux, 2355
Erythropic Lux, 2162
PPFD, 41
PPFD-R, 12
PPFD-G, 15
PPFD-B, 15
CCT, 8622
CRI, 99
XYZ, 2073, 2178, 2949
xy, 0.2880, 0.3025
uv, 0.1903, 0.4497

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:45:54
Is Saturate, not
Integration Time(ms), 3.315
